x;y
2.31;1.1214
2.32;1.13484
2.33;1.15068
2.34;1.16804
2.35;1.18586
2.36;1.20303
2.37;1.21849
2.38;1.23126
2.39;1.2406
2.4;1.24606
2.41;1.24747
2.42;1.24506
2.43;1.23937
2.44;1.23124
2.45;1.22177
2.46;1.21217
2.47;1.20373
2.48;1.19765
2.49;1.19498
2.5;1.19649
2.51;1.20261
2.52;1.21338
2.53;1.22846
2.54;1.24708
2.55;1.26817
2.56;1.29039
2.57;1.31228
2.58;1.33234
2.59;1.34917
2.6;1.36164
2.61;1.3689
2.62;1.37059
2.63;1.36678
2.64;1.35802
2.65;1.34535
2.66;1.33015
2.67;1.31411
2.68;1.29904
2.69;1.28677
2.7;1.27892
2.71;1.27685
2.72;1.28143
2.73;1.29303
2.74;1.3114
2.75;1.33569
2.76;1.3645
2.77;1.39594
2.78;1.42782
2.79;1.45778
2.8;1.48349
2.81;1.50286
2.82;1.51421
2.83;1.5165
2.84;1.50936
2.85;1.49326
2.86;1.46946
2.87;1.43998
2.88;1.40749
2.89;1.37512
2.9;1.34625
2.91;1.3242
2.92;1.31203
2.93;1.31219
2.94;1.32631
2.95;1.35498
2.96;1.3976
2.97;1.45231
2.98;1.516
2.99;1.58443
3;1.65239
3.01;1.71396
3.02;1.76287
3.03;1.79281
3.04;1.79786
3.05;1.77287
3.06;1.71376
3.07;1.61789
3.08;1.48421
3.09;1.31345
3.1;1.10811
3.11;0.872381
3.12;0.612006
3.13;0.333973
3.14;0.0461812
3.15;-0.242967
3.16;-0.524998
3.17;-0.791807
3.18;-1.03607
3.19;-1.25163
3.2;-1.43376
3.21;-1.57941
3.22;-1.6873
3.23;-1.7579
3.24;-1.79338
3.25;-1.79738
3.26;-1.77476
3.27;-1.73122
3.28;-1.67299
3.29;-1.6064
3.3;-1.53752
3.31;-1.4718
3.32;-1.41384
3.33;-1.36711
3.34;-1.33387
3.35;-1.31512
3.36;-1.31065
3.37;-1.31912
3.38;-1.33833
3.39;-1.36538
3.4;-1.39701
3.41;-1.42981
3.42;-1.46057
3.43;-1.48643
3.44;-1.50516
3.45;-1.51524
3.46;-1.51596
3.47;-1.50741
3.48;-1.49044
3.49;-1.46654
3.5;-1.43769
3.51;-1.40616
3.52;-1.37433
3.53;-1.34446
3.54;-1.31855
3.55;-1.29818
3.56;-1.28437
3.57;-1.27756
3.58;-1.27758
3.59;-1.28371
3.6;-1.29475
3.61;-1.30912
3.62;-1.32505
3.63;-1.34071
3.64;-1.35435
3.65;-1.36449
3.66;-1.36996
3.67;-1.37005
3.68;-1.36454
3.69;-1.35367
3.7;-1.33811
3.71;-1.31894
3.72;-1.29747
3.73;-1.27519
3.74;-1.25359
3.75;-1.23405
3.76;-1.21775
3.77;-1.20554
3.78;-1.19792
3.79;-1.19498
3.8;-1.19639
3.81;-1.20148
3.82;-1.20929
3.83;-1.21866
3.84;-1.22831
3.85;-1.237
3.86;-1.24357
3.87;-1.2471
3.88;-1.24694
3.89;-1.24278
3.9;-1.23464
3.91;-1.22289
3.92;-1.20819
3.93;-1.19145
3.94;-1.17371
3.95;-1.15609
3.96;-1.13966
3.97;-1.12537
3.98;-1.11396
3.99;-1.10592
4;-1.10144
4.01;-1.10038
4.02;-1.10234
4.03;-1.10667
4.04;-1.11251
4.05;-1.1189
4.06;-1.12487
4.07;-1.12948
4.08;-1.13194
4.09;-1.13165
4.1;-1.12826
4.11;-1.1217
4.12;-1.11215
4.13;-1.10007
4.14;-1.0861
4.15;-1.07105
4.16;-1.0558
4.17;-1.04123
4.18;-1.02814
4.19;-1.0172
4.2;-1.00889
4.21;-1.00344
4.22;-1.00085
4.23;-1.00085
4.24;-1.00298
4.25;-1.0066
4.26;-1.01093
4.27;-1.01518
4.28;-1.01854
4.29;-1.02032
4.3;-1.01995
4.31;-1.01708
4.32;-1.01156
4.33;-1.00348
4.34;-0.993126
4.35;-0.981003
4.36;-0.967746
4.37;-0.954077
4.38;-0.940746
4.39;-0.928462
4.4;-0.917837
4.41;-0.90933
4.42;-0.903212
4.43;-0.899548
4.44;-0.898191
4.45;-0.898797
4.46;-0.90086
4.47;-0.903755
4.48;-0.906794
4.49;-0.909285
4.5;-0.910592
4.51;-0.910188
4.52;-0.9077
4.53;-0.902937
4.54;-0.895906
4.55;-0.886808
4.56;-0.876021
4.57;-0.864059
4.58;-0.851536
4.59;-0.839102
4.6;-0.827396
4.61;-0.816986
4.62;-0.808321
4.63;-0.801698
4.64;-0.797234
4.65;-0.794859
4.66;-0.794326
4.67;-0.795231
4.68;-0.797053
4.69;-0.799195
4.7;-0.801041
4.71;-0.802005
4.72;-0.801583
4.73;-0.799396
4.74;-0.79522
4.75;-0.789003
4.76;-0.780868
4.77;-0.771105
4.78;-0.760138
4.79;-0.74849
4.8;-0.73674
4.81;-0.72547
4.82;-0.715213
4.83;-0.706414
4.84;-0.699384
4.85;-0.694285
4.86;-0.691106
4.87;-0.689675
4.88;-0.689671
4.89;-0.690651
4.9;-0.692093
4.91;-0.693438
4.92;-0.694143
4.93;-0.69372
4.94;-0.691787
4.95;-0.68809
4.96;-0.682532
4.97;-0.675175
4.98;-0.666236
4.99;-0.656065
5;-0.645118
5.01;-0.633911
5.02;-0.622981
5.03;-0.612836
5.04;-0.603913
5.05;-0.59654
5.06;-0.590912
5.07;-0.58707
5.08;-0.584901
5.09;-0.584151
5.1;-0.584445
5.11;-0.585318
5.12;-0.586263
5.13;-0.586766
5.14;-0.586357
5.15;-0.584646
5.16;-0.581359
5.17;-0.576358
5.18;-0.569654
5.19;-0.561404
5.2;-0.551897
5.21;-0.541529
5.22;-0.530767
5.23;-0.520111
5.24;-0.510045
5.25;-0.501004
5.26;-0.49333
5.27;-0.487245
5.28;-0.482833
5.29;-0.480035
5.3;-0.478653
5.31;-0.478367
5.32;-0.478765
5.33;-0.479378
5.34;-0.479723
5.35;-0.47934
5.36;-0.477834
5.37;-0.474911
5.38;-0.470398
5.39;-0.464261
5.4;-0.456607
5.41;-0.44767
5.42;-0.437796
5.43;-0.42741
5.44;-0.416977
5.45;-0.406967
5.46;-0.397809
5.47;-0.389858
5.48;-0.383363
5.49;-0.378447
5.5;-0.375095
5.51;-0.373159
5.52;-0.37237
5.53;-0.372359
5.54;-0.372694
5.55;-0.372913
5.56;-0.372567
5.57;-0.371256
5.58;-0.368667
5.59;-0.364596
5.6;-0.358969
5.61;-0.351845
5.62;-0.343412
5.63;-0.333971
5.64;-0.323909
5.65;-0.313663
5.66;-0.303688
5.67;-0.29441
5.68;-0.286198
5.69;-0.279324
5.7;-0.273945
5.71;-0.270091
5.72;-0.267657
5.73;-0.266419
5.74;-0.266048
5.75;-0.266143
5.76;-0.266262
5.77;-0.265965
5.78;-0.264847
5.79;-0.262574
5.8;-0.258916
5.81;-0.253759
5.82;-0.24712
5.83;-0.239145
5.84;-0.230093
5.85;-0.220316
5.86;-0.210229
5.87;-0.20027
5.88;-0.190868
5.89;-0.1824
5.9;-0.175164
5.91;-0.169352
5.92;-0.165029
5.93;-0.162135
5.94;-0.160486
5.95;-0.159791
5.96;-0.159675
5.97;-0.159717
5.98;-0.159481
5.99;-0.158557
6;-0.156593
6.01;-0.15333
6.02;-0.148619
6.03;-0.142437
6.04;-0.134888
6.05;-0.126194
6.06;-0.116675
6.07;-0.106722
6.08;-0.0967632
6.09;-0.0872266
6.1;-0.0785035
6.11;-0.0709144
6.12;-0.0646819
6.13;-0.0599113
6.14;-0.0565815
6.15;-0.0545474
6.16;-0.0535519
6.17;-0.0532487
6.18;-0.0532317
6.19;-0.0530705
6.2;-0.0523473
6.21;-0.0506932
6.22;-0.0478194
6.23;-0.0435429
6.24;-0.0378015
6.25;-0.0306597
6.26;-0.0223026
6.27;-0.0130204
6.28;-0.00318297
6.29;0.00679179
6.3;0.0164742
6.31;0.0254599
6.32;0.0334044
6.33;0.0400533
6.34;0.0452638
6.35;0.0490175
6.36;0.0514214
6.37;0.0526995
6.38;0.0531727
6.39;0.0532318
6.4;0.0533034
6.41;0.0538134
6.42;0.0551499
6.43;0.05763
6.44;0.0614723
6.45;0.0667778
6.46;0.0735212
6.47;0.0815533
6.48;0.0906132
6.49;0.100351
6.5;0.110358
6.51;0.120202
6.52;0.129463
6.53;0.137774
6.54;0.144847
6.55;0.1505
6.56;0.154676
6.57;0.157445
6.58;0.158995
6.59;0.159625
6.6;0.159711
6.61;0.159676
6.62;0.159955
6.63;0.160957
6.64;0.16303
6.65;0.166427
6.66;0.17129
6.67;0.177633
6.68;0.185344
6.69;0.19419
6.7;0.203842
6.71;0.213898
6.72;0.223923
6.73;0.233482
6.74;0.24218
6.75;0.249694
6.76;0.255805
6.77;0.260414
6.78;0.26355
6.79;0.26537
6.8;0.266148
6.81;0.266244
6.82;0.266082
6.83;0.266106
6.84;0.266749
6.85;0.268388
6.86;0.271317
6.87;0.27572
6.88;0.281651
6.89;0.289036
6.9;0.297672
6.91;0.307249
6.92;0.317374
6.93;0.327606
6.94;0.337491
6.95;0.346607
6.96;0.354594
6.97;0.36119
6.98;0.366253
6.99;0.36977
7;0.371865
7.01;0.372784
7.02;0.372876
7.03;0.372561
7.04;0.372299
7.05;0.372545
7.06;0.373713
7.07;0.376137
7.08;0.380046
7.09;0.385542
7.1;0.392586
7.11;0.40101
7.12;0.410523
7.13;0.420739
7.14;0.43121
7.15;0.441462
7.16;0.451042
7.17;0.459548
7.18;0.466673
7.19;0.472225
7.2;0.476149
7.21;0.478531
7.22;0.47959
7.23;0.479659
7.24;0.479161
7.25;0.47857
7.26;0.478368
7.27;0.479009
7.28;0.480874
7.29;0.484241
7.3;0.489261
7.31;0.49594
7.32;0.504143
7.33;0.513601
7.34;0.523935
7.35;0.534687
7.36;0.545363
7.37;0.555469
7.38;0.564561
7.39;0.572277
7.4;0.578374
7.41;0.582746
7.42;0.585438
7.43;0.586638
7.44;0.586665
7.45;0.585944
7.46;0.584966
7.47;0.584245
7.48;0.584281
7.49;0.585508
7.5;0.588262
7.51;0.592747
7.52;0.599021
7.53;0.606986
7.54;0.616398
7.55;0.626883
7.56;0.637974
7.57;0.649149
7.58;0.659872
7.59;0.669643
7.6;0.678042
7.61;0.684764
7.62;0.689645
7.63;0.692682
7.64;0.694031
7.65;0.693993
7.66;0.692996
7.67;0.691551
7.68;0.690213
7.69;0.689533
7.7;0.69001
7.71;0.692045
7.72;0.695909
7.73;0.701717
7.74;0.709416
7.75;0.718788
7.76;0.72947
7.77;0.74098
7.78;0.75276
7.79;0.764226
7.8;0.774813
7.81;0.784027
7.82;0.791491
7.83;0.796973
7.84;0.800412
7.85;0.801923
7.86;0.801791
7.87;0.800443
7.88;0.79842
7.89;0.796322
7.9;0.794767
7.91;0.794329
7.92;0.795491
7.93;0.798605
7.94;0.803855
7.95;0.811242
7.96;0.820583
7.97;0.831523
7.98;0.843563
7.99;0.856105
8;0.868499
8.01;0.880101
8.02;0.890329
8.03;0.898711
8.04;0.904932
8.05;0.90886
8.06;0.91056
8.07;0.910291
8.08;0.908487
8.09;0.905719
8.1;0.902651
8.11;0.899981
8.12;0.898379
8.13;0.898435
8.14;0.900599
8.15;0.905148
8.16;0.912151
8.17;0.921469
8.18;0.932758
8.19;0.945499
8.2;0.959038
8.21;0.972644
8.22;0.98557
8.23;0.997116
8.24;1.00669
8.25;1.01387
8.26;1.01843
8.27;1.02036
8.28;1.01989
8.29;1.01747
8.3;1.0137
8.31;1.00933
8.32;1.00516
8.33;1.002
8.34;1.00058
8.35;1.00147
8.36;1.00509
8.37;1.01158
8.38;1.02089
8.39;1.03267
8.4;1.04638
8.41;1.0613
8.42;1.07658
8.43;1.09134
8.44;1.10471
8.45;1.11594
8.46;1.12444
8.47;1.12986
8.48;1.1321
8.49;1.13134
8.5;1.12802
8.51;1.12282
8.52;1.11658
8.53;1.11027
8.54;1.10487
8.55;1.10132
8.56;1.10039
8.57;1.10265
8.58;1.10843
8.59;1.11773
8.6;1.13026
8.61;1.14543
8.62;1.16241
8.63;1.1802
8.64;1.1977
8.65;1.21381
8.66;1.22753
8.67;1.23803
8.68;1.24476
8.69;1.24745
8.7;1.24622
8.71;1.24149
8.72;1.23403
8.73;1.22486
8.74;1.21516
8.75;1.20621
8.76;1.19926
8.77;1.19541
8.78;1.19552
8.79;1.20015
8.8;1.20946
8.81;1.22323
8.82;1.24082
8.83;1.26126
8.84;1.28328
8.85;1.30544
8.86;1.32624
8.87;1.34424
8.88;1.3582
8.89;1.36719
8.9;1.37067
8.91;1.36856
8.92;1.36129
8.93;1.34973
8.94;1.33517
8.95;1.3192
8.96;1.30363
8.97;1.29027
8.98;1.28085
8.99;1.27682
9;1.27922
9.01;1.28858
9.02;1.30486
9.03;1.32739
9.04;1.35494
9.05;1.38577
9.06;1.41776
9.07;1.44859
9.08;1.4759
9.09;1.49749
9.1;1.51154
9.11;1.51679
9.12;1.51264
9.13;1.4993
9.14;1.47777
9.15;1.44983
9.16;1.41798
9.17;1.38522
9.18;1.35486
9.19;1.33029
9.2;1.31467
9.21;1.31068
9.22;1.32024
9.23;1.34428
9.24;1.3826
9.25;1.43373
9.26;1.49498
9.27;1.56242
9.28;1.63115
9.29;1.69542
9.3;1.74905
9.31;1.7857
9.32;1.79929
9.33;1.78436
9.34;1.73648
9.35;1.65252
9.36;1.53089
9.37;1.37176
9.38;1.17705
9.39;0.950444
9.4;0.697215
9.41;0.423985
9.42;0.138405
9.43;-0.151236
9.44;-0.43644
9.45;-0.708938
9.46;-0.961116
9.47;-1.1864
9.48;-1.3796
9.49;-1.53709
9.5;-1.65704
9.51;-1.73936
9.52;-1.7857
9.53;-1.79925
9.54;-1.78452
9.55;-1.74698
9.56;-1.69275
9.57;-1.62814
9.58;-1.55936
9.59;-1.49209
9.6;-1.43122
9.61;-1.38061
9.62;-1.3429
9.63;-1.31951
9.64;-1.31058
9.65;-1.31513
9.66;-1.33121
9.67;-1.35611
9.68;-1.38665
9.69;-1.41944
9.7;-1.45118
9.71;-1.47887
9.72;-1.50008
9.73;-1.51303
9.74;-1.51675
9.75;-1.5111
9.76;-1.49668
9.77;-1.47479
9.78;-1.44728
9.79;-1.41635
9.8;-1.38436
9.81;-1.35363
9.82;-1.32627
9.83;-1.30399
9.84;-1.28802
9.85;-1.27897
9.86;-1.27687
9.87;-1.28116
9.88;-1.29079
9.89;-1.30428
9.9;-1.31992
9.91;-1.33586
9.92;-1.35032
9.93;-1.36172
9.94;-1.36877
9.95;-1.37063
9.96;-1.3669
9.97;-1.35768
9.98;-1.34352
9.99;-1.32536
10;-1.30447
